gid,role,role_score,cluster_id,priority_score,evidence,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pagerank,betweenness,seed_reach,pass_through,depth,is_seed,boundary_censored,isolated
100000000533217100,terminal,0.66628100,0,0.33797800,"Плательщиков 1; получателей 0; вход 53,587 KZT; выход/вход 0%; seed-предков 1.",1,0,53587.00000000,0.00000000,1,0,0.00065360,0.00000000,1,0.00000000,2,False,False,False
100000000534581100,peripheral,0.00000000,8,0.47272400,"Плательщиков 2; получателей 1; вход 55,960 KZT; выход/вход 71%; seed-предков 3.",2,1,55960.00000000,40000.00000000,2,1,0.00029845,0.00001739,3,0.71479628,3,False,False,False
100000000542087100,peripheral,0.00000000,20,0.22891800,"Плательщиков 1; получателей 0; вход 8,507 KZT; выход/вход 0%; seed-предков 3. Граница depth=4: удержание неизвестно.",1,0,8506.91000000,0.00000000,1,0,0.00028641,0.00000000,3,0.00000000,4,False,True,False
100000000552584100,peripheral,0.00000000,21,0.46365100,"Плательщиков 1; получателей 1; вход 2,500,000 KZT; выход/вход 2%; seed-предков 2.",1,1,2500000.00000000,57500.00000000,3,1,0.00132544,0.00000000,2,0.02300000,3,False,False,False
100000000555721100,terminal,0.88777600,0,0.36907300,"Плательщиков 2; получателей 0; вход 113,000 KZT; выход/вход 0%; seed-предков 2.",2,0,113000.00000000,0.00000000,3,0,0.00030809,0.00000000,2,0.00000000,1,False,False,False
100000000557536100,peripheral,0.00000000,20,0.31976600,"Плательщиков 1; получателей 0; вход 153,000 KZT; выход/вход 0%; seed-предков 3. Граница depth=4: удержание неизвестно.",1,0,153000.00000000,0.00000000,7,0,0.00030077,0.00000000,3,0.00000000,4,False,True,False
100000000560751100,terminal,0.66628100,12,0.39979500,"Плательщиков 1; получателей 0; вход 25,000 KZT; выход/вход 0%; seed-предков 2.",1,0,25000.00000000,0.00000000,1,0,0.00055245,0.00000000,2,0.00000000,3,False,False,False
100000000561160100,peripheral,0.00000000,2,0.37074700,"Плательщиков 1; получателей 0; вход 240,000 KZT; выход/вход 0%; seed-предков 2. Граница depth=4: удержание неизвестно.",1,0,240000.00000000,0.00000000,1,0,0.00043625,0.00000000,2,0.00000000,4,False,True,False
100000000569479100,terminal,0.66628100,0,0.28739400,"Плательщиков 1; получателей 0; вход 320,000 KZT; выход/вход 0%; seed-предков 1.",1,0,320000.00000000,0.00000000,1,0,0.00039495,0.00000000,1,0.00000000,3,False,False,False
100000000572276100,peripheral,0.00000000,22,0.16304900,"Плательщиков 1; получателей 1; вход 13,075 KZT; выход/вход 264%; seed-предков 1.",1,1,13075.00000000,34547.00000000,1,1,0.00028761,0.00000000,1,2.64221797,3,False,False,False
100000000580561100,peripheral,0.00000000,23,0.46802000,"Плательщиков 2; получателей 3; вход 27,980 KZT; выход/вход 5318%; seed-предков 0. Seed: вход неполный.",2,3,27980.00000000,1488077.00000000,3,13,0.00083499,0.00000000,0,53.18359543,0,True,False,False
100000000581662100,peripheral,0.00000000,24,0.21606200,"Плательщиков 1; получателей 0; вход 21,160 KZT; выход/вход 0%; seed-предков 1. Граница depth=4: удержание неизвестно.",1,0,21160.00000000,0.00000000,1,0,0.00030292,0.00000000,1,0.00000000,4,False,True,False
100000000581682100,peripheral,0.00000000,15,0.16054400,"Плательщиков 1; получателей 0; вход 5,000 KZT; выход/вход 0%; seed-предков 1. Граница depth=4: удержание неизвестно.",1,0,5000.00000000,0.00000000,1,0,0.00029086,0.00000000,1,0.00000000,4,False,True,False
100000000583220100,peripheral,0.00000000,25,0.36802100,"Плательщиков 1; получателей 1; вход 5,000 KZT; выход/вход 15225%; seed-предков 2.",1,1,5000.00000000,761255.00000000,1,4,0.00029811,0.00001739,2,152.25100000,3,False,False,False
100000000594783100,peripheral,0.00000000,21,0.51371100,"Плательщиков 1; получателей 2; вход 2,635,000 KZT; выход/вход 6%; seed-предков 2.",1,2,2635000.00000000,152500.00000000,10,2,0.00138159,0.00000000,2,0.05787476,3,False,False,False
100000000596954100,peripheral,0.00000000,2,0.65167500,"Плательщиков 1; получателей 2; вход 120,000 KZT; выход/вход 40%; seed-предков 4.",1,2,120000.00000000,48100.00000000,1,2,0.00051561,0.00003478,4,0.40083333,2,False,False,False
100000000600707100,peripheral,0.00000000,26,0.32967800,"Плательщиков 1; получателей 0; вход 89,000 KZT; выход/вход 0%; seed-предков 1. Граница depth=4: удержание неизвестно.",1,0,89000.00000000,0.00000000,2,0,0.00057016,0.00000000,1,0.00000000,4,False,True,False
100000000607731100,peripheral,0.00000000,27,0.27795500,"Плательщиков 1; получателей 1; вход 20,000 KZT; выход/вход 333%; seed-предков 1.",1,1,20000.00000000,66666.00000000,1,1,0.00031754,0.00000000,1,3.33330000,1,False,False,False
100000000607941100,peripheral,0.00000000,16,0.70124600,"Плательщиков 2; получателей 1; вход 50,000 KZT; выход/вход 140%; seed-предков 3.",2,1,50000.00000000,70000.00000000,3,4,0.00057857,0.00005218,3,1.40000000,2,False,False,False
100000000608031100,peripheral,0.00000000,28,0.31947200,"Плательщиков 1; получателей 0; вход 30,000 KZT; выход/вход 0%; seed-предков 1. Граница depth=4: удержание неизвестно.",1,0,30000.00000000,0.00000000,1,0,0.00053864,0.00000000,1,0.00000000,4,False,True,False
100000000611474100,terminal,0.66628100,29,0.33270600,"Плательщиков 1; получателей 0; вход 32,000 KZT; выход/вход 0%; seed-предков 1.",1,0,32000.00000000,0.00000000,1,0,0.00059562,0.00000000,1,0.00000000,3,False,False,False
100000000625169100,terminal,0.66628100,22,0.14377600,"Плательщиков 1; получателей 0; вход 10,000 KZT; выход/вход 0%; seed-предков 1.",1,0,10000.00000000,0.00000000,1,0,0.00028897,0.00000000,1,0.00000000,2,False,False,False
100000000627521100,peripheral,0.00000000,30,0.22600200,"Плательщиков 1; получателей 0; вход 6,500 KZT; выход/вход 0%; seed-предков 3. Граница depth=4: удержание неизвестно.",1,0,6500.00000000,0.00000000,1,0,0.00028610,0.00000000,3,0.00000000,4,False,True,False
100000000629812100,terminal,0.85527300,31,0.41111800,"Плательщиков 2; получателей 0; вход 22,000 KZT; выход/вход 0%; seed-предков 6.",2,0,22000.00000000,0.00000000,2,0,0.00029798,0.00000000,6,0.00000000,2,False,False,False
100000000634341100,peripheral,0.00000000,0,0.32642500,"Плательщиков 1; получателей 0; вход 24,000 KZT; выход/вход 0%; seed-предков 1. Граница depth=4: удержание неизвестно.",1,0,24000.00000000,0.00000000,2,0,0.00055494,0.00000000,1,0.00000000,4,False,True,False
100000000640800100,peripheral,0.00000000,8,0.53977800,"Плательщиков 1; получателей 4; вход 80,000 KZT; выход/вход 648%; seed-предков 1.",1,4,80000.00000000,518135.00000000,1,6,0.00030324,0.00015288,1,6.47668750,3,False,False,False
100000000646541100,consolidator,0.72923800,0,0.49779300,"Плательщиков 3; получателей 0; вход 25,300 KZT; выход/вход 0%; seed-предков 3.",3,0,25300.00000000,0.00000000,4,0,0.00050586,0.00000000,3,0.00000000,2,False,False,False
100000000655469100,peripheral,0.00000000,32,0.34035200,"Плательщиков 1; получателей 0; вход 20,000 KZT; выход/вход 0%; seed-предков 2. Граница depth=4: удержание неизвестно.",1,0,20000.00000000,0.00000000,2,0,0.00034543,0.00000000,2,0.00000000,4,False,True,False
100000000656682100,transit,0.45539900,0,0.43406700,"Плательщиков 1; получателей 2; вход 71,000 KZT; выход/вход 113%; seed-предков 2.",1,2,71000.00000000,80000.00000000,1,3,0.00028957,0.00003478,2,1.12676056,3,False,False,False
100000000661131100,terminal,0.66628100,22,0.13065400,"Плательщиков 1; получателей 0; вход 15,600 KZT; выход/вход 0%; seed-предков 1.",1,0,15600.00000000,0.00000000,1,0,0.00028800,0.00000000,1,0.00000000,3,False,False,False
100000000661912100,coordinator,0.68332300,8,0.83783000,"Плательщиков 5; получателей 2; вход 393,036 KZT; выход/вход 110%; seed-предков 2.",5,2,393036.00000000,430700.00000000,9,8,0.00174916,0.00093814,2,1.09582837,1,False,False,False
100000000667713100,peripheral,0.00000000,16,0.75056200,"Плательщиков 2; получателей 6; вход 119,495 KZT; выход/вход 66%; seed-предков 3.",2,6,119495.00000000,79236.00000000,10,7,0.00032011,0.00010659,3,0.66309051,1,False,False,False
100000000673868100,peripheral,0.00000000,33,0.65513400,"Плательщиков 1; получателей 5; вход 2,030,650 KZT; выход/вход 19%; seed-предков 1.",1,5,2030650.00000000,383000.00000000,5,19,0.00117281,0.00007305,1,0.18860956,3,False,False,False
100000000673915100,peripheral,0.00000000,20,0.23789100,"Плательщиков 1; получателей 0; вход 20,200 KZT; выход/вход 0%; seed-предков 3. Граница depth=4: удержание неизвестно.",1,0,20200.00000000,0.00000000,1,0,0.00028758,0.00000000,3,0.00000000,4,False,True,False
100000000703894100,peripheral,0.00000000,27,0.33734200,"Плательщиков 1; получателей 1; вход 120,000 KZT; выход/вход 29%; seed-предков 1.",1,1,120000.00000000,35000.00000000,1,1,0.00047737,0.00000000,1,0.29166667,1,False,False,False
100000000703902100,terminal,0.66628100,22,0.16132900,"Плательщиков 1; получателей 0; вход 25,499 KZT; выход/вход 0%; seed-предков 1.",1,0,25499.00000000,0.00000000,1,0,0.00029092,0.00000000,1,0.00000000,1,False,False,False
100000000704700100,peripheral,0.00000000,34,0.31621900,"Плательщиков 1; получателей 0; вход 10,000 KZT; выход/вход 0%; seed-предков 1. Граница depth=4: удержание неизвестно.",1,0,10000.00000000,0.00000000,1,0,0.00053326,0.00000000,1,0.00000000,4,False,True,False
100000000706545100,consolidator,0.63565400,16,0.61188500,"Плательщиков 3; получателей 1; вход 1,070,300 KZT; выход/вход 7%; seed-предков 2.",3,1,1070300.00000000,75800.00000000,8,3,0.00322663,0.00001739,2,0.07082127,1,False,False,False
100000000718427100,terminal,0.66628100,22,0.12835400,"Плательщиков 1; получателей 0; вход 6,000 KZT; выход/вход 0%; seed-предков 1.",1,0,6000.00000000,0.00000000,1,0,0.00028761,0.00000000,1,0.00000000,2,False,False,False
100000000723383100,peripheral,0.00000000,32,0.58108500,"Плательщиков 1; получателей 2; вход 6,800 KZT; выход/вход 1103%; seed-предков 1.",1,2,6800.00000000,75000.00000000,1,2,0.00038932,0.00020870,1,11.02941176,2,False,False,False
100000000724540100,peripheral,0.00000000,35,0.45619900,"Плательщиков 1; получателей 1; вход 50,000 KZT; выход/вход 200%; seed-предков 4.",1,1,50000.00000000,100000.00000000,1,1,0.00030963,0.00001739,4,2.00000000,2,False,False,False
100000000733373100,terminal,0.66628100,16,0.33187900,"Плательщиков 1; получателей 0; вход 10,710 KZT; выход/вход 0%; seed-предков 3.",1,0,10710.00000000,0.00000000,1,0,0.00030578,0.00000000,3,0.00000000,2,False,False,False
100000000733451100,peripheral,0.00000000,12,0.49004900,"Плательщиков 1; получателей 1; вход 70,000 KZT; выход/вход 429%; seed-предков 2.",1,1,70000.00000000,300000.00000000,2,1,0.00054126,0.00001739,2,4.28571429,3,False,False,False
100000000733940100,peripheral,0.00000000,36,0.29120800,"Плательщиков 1; получателей 0; вход 752,000 KZT; выход/вход 0%; seed-предков 1. Граница depth=4: удержание неизвестно.",1,0,752000.00000000,0.00000000,2,0,0.00041119,0.00000000,1,0.00000000,4,False,True,False
100000000737152100,peripheral,0.00000000,0,0.37573300,"Плательщиков 1; получателей 0; вход 35,000 KZT; выход/вход 0%; seed-предков 3. Граница depth=4: удержание неизвестно.",1,0,35000.00000000,0.00000000,1,0,0.00034451,0.00000000,3,0.00000000,4,False,True,False
100000000749118100,peripheral,0.00000000,0,0.28558500,"Плательщиков 1; получателей 1; вход 10,330 KZT; выход/вход 160%; seed-предков 2.",1,1,10330.00000000,16500.00000000,1,1,0.00028615,0.00001739,2,1.59728945,3,False,False,False
100000000764836100,peripheral,0.00000000,8,0.47139600,"Плательщиков 1; получателей 2; вход 251,716 KZT; выход/вход 20%; seed-предков 1.",1,2,251716.00000000,50000.00000000,1,2,0.00033678,0.00003478,1,0.19863656,3,False,False,False
100000000765628100,terminal,0.66628100,16,0.24118500,"Плательщиков 1; получателей 0; вход 5,000 KZT; выход/вход 0%; seed-предков 1.",1,0,5000.00000000,0.00000000,1,0,0.00031542,0.00000000,1,0.00000000,2,False,False,False
100000000769919100,terminal,0.66628100,37,0.34257600,"Плательщиков 1; получателей 0; вход 250,000 KZT; выход/вход 0%; seed-предков 1.",1,0,250000.00000000,0.00000000,1,0,0.00073545,0.00000000,1,0.00000000,2,False,False,False
100000000782285100,terminal,0.66628100,0,0.24724200,"Плательщиков 1; получателей 0; вход 6,151 KZT; выход/вход 0%; seed-предков 1.",1,0,6151.00000000,0.00000000,1,0,0.00031960,0.00000000,1,0.00000000,3,False,False,False
100000000783406100,terminal,0.66628100,38,0.15555300,"Плательщиков 1; получателей 0; вход 6,066 KZT; выход/вход 0%; seed-предков 1.",1,0,6066.00000000,0.00000000,1,0,0.00029020,0.00000000,1,0.00000000,3,False,False,False
100000000785800100,transit,0.66666700,39,0.30672300,"Плательщиков 1; получателей 1; вход 19,000 KZT; выход/вход 100%; seed-предков 1.",1,1,19000.00000000,19000.00000000,1,1,0.00035670,0.00000000,1,1.00000000,2,False,False,False
100000000790311100,terminal,0.66628100,3,0.31785900,"Плательщиков 1; получателей 0; вход 46,300 KZT; выход/вход 0%; seed-предков 3.",1,0,46300.00000000,0.00000000,1,0,0.00030030,0.00000000,3,0.00000000,2,False,False,False
100000000791285100,peripheral,0.00000000,14,0.56261500,"Плательщиков 1; получателей 3; вход 1,120,000 KZT; выход/вход 58%; seed-предков 1.",1,3,1120000.00000000,650000.00000000,2,3,0.00056643,0.00003478,1,0.58035714,3,False,False,False
100000000795033100,terminal,0.66628100,0,0.38981300,"Плательщиков 1; получателей 0; вход 18,200 KZT; выход/вход 0%; seed-предков 2.",1,0,18200.00000000,0.00000000,1,0,0.00053302,0.00000000,2,0.00000000,2,False,False,False
100000000795129100,terminal,0.66628100,3,0.39536000,"Плательщиков 1; получателей 0; вход 332,000 KZT; выход/вход 0%; seed-предков 3.",1,0,332000.00000000,0.00000000,1,0,0.00039119,0.00000000,3,0.00000000,2,False,False,False
100000000795374100,terminal,0.66628100,8,0.19043400,"Плательщиков 1; получателей 0; вход 50,000 KZT; выход/вход 0%; seed-предков 1.",1,0,50000.00000000,0.00000000,1,0,0.00029574,0.00000000,1,0.00000000,3,False,False,False
100000000802149100,terminal,0.66628100,0,0.18600400,"Плательщиков 1; получателей 0; вход 104,128 KZT; выход/вход 0%; seed-предков 1.",1,0,104128.00000000,0.00000000,1,0,0.00029480,0.00000000,1,0.00000000,3,False,False,False
100000000803368100,peripheral,0.00000000,40,0.32373400,"Плательщиков 1; получателей 0; вход 139,503 KZT; выход/вход 0%; seed-предков 1. Граница depth=4: удержание неизвестно.",1,0,139503.00000000,0.00000000,1,0,0.00054811,0.00000000,1,0.00000000,4,False,True,False
100000000806727100,peripheral,0.00000000,8,0.44708400,"Плательщиков 1; получателей 1; вход 45,000 KZT; выход/вход 11%; seed-предков 8.",1,1,45000.00000000,5000.00000000,1,1,0.00034586,0.00000000,8,0.11111111,2,False,False,False
100000000810551100,peripheral,0.00000000,2,0.54592500,"Плательщиков 1; получателей 1; вход 100,000 KZT; выход/вход 7%; seed-предков 4.",1,1,100000.00000000,7100.00000000,1,1,0.00030559,0.00005218,4,0.07100000,1,False,False,False
100000000817146100,terminal,0.66628100,16,0.46419600,"Плательщиков 1; получателей 0; вход 70,020 KZT; выход/вход 0%; seed-предков 4.",1,0,70020.00000000,0.00000000,1,0,0.00058947,0.00000000,4,0.00000000,1,False,False,False
100000000821507100,terminal,0.66628100,33,0.36990100,"Плательщиков 1; получателей 0; вход 400,000 KZT; выход/вход 0%; seed-предков 3.",1,0,400000.00000000,0.00000000,1,0,0.00033554,0.00000000,3,0.00000000,2,False,False,False
100000000831684100,peripheral,0.00000000,7,0.39353300,"Плательщиков 1; получателей 1; вход 15,000 KZT; выход/вход 333%; seed-предков 1.",1,1,15000.00000000,50000.00000000,2,3,0.00189061,0.00000000,1,3.33333333,2,False,False,False
100000000838385100,peripheral,0.00000000,15,0.54952000,"Плательщиков 1; получателей 2; вход 436,900 KZT; выход/вход 41%; seed-предков 1.",1,2,436900.00000000,177500.00000000,8,6,0.00192115,0.00002087,1,0.40627146,3,False,False,False
100000000850297100,transit,0.66666700,18,0.21626800,"Плательщиков 1; получателей 1; вход 17,520 KZT; выход/вход 100%; seed-предков 1.",1,1,17520.00000000,17520.00000000,1,1,0.00029392,0.00000000,1,1.00000000,2,False,False,False
100000000860514100,peripheral,0.00000000,13,0.31798000,"Плательщиков 1; получателей 1; вход 12,000 KZT; выход/вход 417%; seed-предков 1.",1,1,12000.00000000,50000.00000000,1,1,0.00030629,0.00001739,1,4.16666667,3,False,False,False
100000000861294100,terminal,0.66628100,1,0.23815700,"Плательщиков 1; получателей 0; вход 150,000 KZT; выход/вход 0%; seed-предков 1.",1,0,150000.00000000,0.00000000,1,0,0.00031400,0.00000000,1,0.00000000,2,False,False,False
100000000870121100,terminal,0.66628100,12,0.31522800,"Плательщиков 1; получателей 0; вход 12,000 KZT; выход/вход 0%; seed-предков 2.",1,0,12000.00000000,0.00000000,1,0,0.00031567,0.00000000,2,0.00000000,3,False,False,False
100000000878006100,terminal,0.66628100,10,0.23362900,"Плательщиков 1; получателей 0; вход 47,003 KZT; выход/вход 0%; seed-предков 3.",1,0,47003.00000000,0.00000000,1,0,0.00028709,0.00000000,3,0.00000000,3,False,False,False
100000000896111100,terminal,0.66628100,21,0.28380500,"Плательщиков 1; получателей 0; вход 287,100 KZT; выход/вход 0%; seed-предков 1.",1,0,287100.00000000,0.00000000,1,0,0.00038717,0.00000000,1,0.00000000,3,False,False,False
100000000907277100,terminal,0.66628100,22,0.14601900,"Плательщиков 1; получателей 0; вход 17,534 KZT; выход/вход 0%; seed-предков 1.",1,0,17534.00000000,0.00000000,1,0,0.00028925,0.00000000,1,0.00000000,1,False,False,False
100000000910216100,peripheral,0.00000000,2,0.58468900,"Плательщиков 1; получателей 1; вход 71,000 KZT; выход/вход 73%; seed-предков 2.",1,1,71000.00000000,52010.00000000,3,1,0.00032324,0.00039296,2,0.73253521,2,False,False,False
100000000912487100,terminal,0.66628100,2,0.27725800,"Плательщиков 1; получателей 0; вход 10,000 KZT; выход/вход 0%; seed-предков 3.",1,0,10000.00000000,0.00000000,1,0,0.00029168,0.00000000,3,0.00000000,2,False,False,False
